id,Name,PS Intelligence,PS Strength,PS Speed,PS Durability,PS Power,PS Combat,Overall PS,Gender,Race,Height,Weight,Full Name,First Appearance,Publisher,Alignment,Occupation,Base,Affiliation,Image,Year
641,Superboy,75,95,83,90,95,60,498,Male,Unknown,170 Cm,68 Kg,Kon-el / Conner Kent,"Adventures Of Superman #500 (june, 1993)",Dc Comics,😇,-,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,"Teen Titans, Legion Of Super-heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/641-superboy.jpg,1993.0
642,Superboy-prime,94,100,100,100,100,85,579,Male,Kryptonian,180 Cm,77 Kg,Kal-el,"Dc Comics Presents #87 (november, 1985)",Dc Comics,😈,-,"Currently A Recreation Of Earth-prime, Formerly Qward, Anti-matter Universe.","Formerly Black Lantern Corps, Legion Of Super-villains, Sinestro Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/642-superboy-prime.jpg,1985.0
643,Supergirl,94,100,100,100,100,75,569,Female,Kryptonian,165 Cm,54 Kg,Kara Zor-el,"Superman/batman #8 (may, 2004)",Dc Comics,😇,"Intern, Adventurer, Student, Crime-fighter",Metropolis,"Formerly Justice League Of America, Supermen Of America, Justice League Of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion Of Super-heroes, Outsiders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/643-supergirl.jpg,2004.0
644,Superman,94,100,100,100,100,85,579,Male,Kryptonian,191 Cm,101 Kg,Clark Kent,Action Comics #1,Superman Prime One-million,😇,Reporter For The Daily Planet And Novelist,Metropolis,"Justice League Of America, The Legion Of Super-heroes (pre-crisis As Superboy); Justice Society Of America (pre-crisis Earth-2 Version); All-star Squadron (pre-crisis Earth-2 Version)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/644-superman.jpg,
645,Swamp Thing,88,95,25,100,100,55,463,Male,God / Eternal,Unknown,Unknown,Alec Holland,"Swamp Thing #1 (november, 1972)",Dc Comics,😈,"Planet Elemental, Former Biochemist",-,"Formerly (parliament Of Trees; Parliament Of Stones, Parliament Of Flames, Parliament Of Waves, And Parliament Of Vapors), The Parliament Of Worlds",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/645-swamp-thing.jpg,1972.0
646,Swarm,75,18,50,90,38,35,306,Male,Mutant,196 Cm,47 Kg,Fritz Von Meyer,"Champions #14 (july, 1977)",Marvel Comics,😈,Ph.d. In Toxicology & Entomology,Formerly South Africa,"Leader Of The All-new Sinister Six; Formerly Exterminators, Nazi Party",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/646-swarm.jpg,1977.0
647,Sylar,75,10,12,28,91,56,272,Male,Unknown,Unknown,Unknown,Gabriel Gray,-,Nbc - Heroes,😈,Timepiece Restorer,"New York, Ny",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/647-sylar.jpg,
648,Synch,75,67,23,28,74,56,323,Male,Unknown,180 Cm,74 Kg,Everett Thomas,X-men #36 (1994),Marvel Comics,😇,Student,Massachusetts Academy,Generation X,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/648-synch.jpg,1994.0
649,T-1000,75,34,33,100,100,75,417,Male,Android,183 Cm,146 Kg,Cyberdyne Systems Series 1000 Terminator,Terminator 2: Judgment Day,Dark Horse Comics,😈,-,-,Skynet,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/649-t-1000.jpg,
650,T-800,75,34,17,60,73,65,324,Male,Cyborg,Unknown,176 Kg,Cyberdyne Systems Series 800 Terminator Model 101,The Terminator (1984),Dark Horse Comics,😈,Assassin,-,Skynet,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/650-t-800.jpg,1984.0
651,T-850,75,80,25,90,83,75,428,Male,Cyborg,Unknown,198 Kg,Cyberdyne Systems Series 850 Terminator,Terminator 3: Rise Of The Machines (2003),Dark Horse Comics,😈,Assassin,-,Skynet,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/651-t-850.jpg,2003.0
652,T-x,75,63,29,85,100,80,432,Female,Cyborg,Unknown,149 Kg,Cyberdyne Systems Series X Terminator,-,Dark Horse Comics,😈,Assassin / Genesis Overseer,-,Skynet,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/652-t-x.jpg,
653,Taskmaster,75,12,50,20,63,100,320,Male,Human,188 Cm,99 Kg,Tony Masters,Avengers #195,Marvel Comics,😈,"Sheriff, Assassin, Mercenary; Formerly Military Trainer, Combat Instructor, Head Of Initiative Training Camp","Bagalia; A.i.m Island, Taskmaster's Academy",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/653-taskmaster.jpg,
654,Tempest,38,10,45,28,66,60,247,Female,Unknown,163 Cm,54 Kg,Angel Salvadore Bohusk,"New X-men #118 (november, 2001)",Angel Salvadore,😇,-,-,Formerly New Warriors; Special Class,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/654-tempest.jpg,2001.0
655,Thanos,100,100,33,100,100,80,513,Male,Eternal,201 Cm,443 Kg,Thanos,Iron Man #55,Marvel Comics,😈,"Conqueror, Worshiper Of Death","Mobile, Formerly Sanctuary Ii, Titan","Zodiac (ally); Formerly Infinity Watch, Defenders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/655-thanos.jpg,
656,The Cape,38,10,23,32,22,64,189,Male,Unknown,Unknown,Unknown,Vince Faraday,The Cape S01e01 (2011),Unknown,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/656-the-cape.jpg,2011.0
657,The Comedian,63,14,17,10,12,80,196,Male,Human,188 Cm,101 Kg,Edward Morgen Blake,"Watchmen #1 (september, 1986)",Dc Comics,😐,Former Adventurer; Government Agent,New York City,"Formerly Crimebusters, Minutemen",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/657-the-comedian.jpg,1986.0
658,Thing,75,84,21,100,38,80,398,Male,Human / Radiation,183 Cm,225 Kg,Ben Grimm,"Fantastic Four #1 (november, 1961)",Marvel Comics,😇,"Adventurer, Former Air Force Test Pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four Formerly Avengers West Coast, Unlimited Class Wrestling Federation, Thunderiders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/658-thing.jpg,1961.0
659,Thor,69,100,83,100,100,100,552,Male,Asgardian,198 Cm,288 Kg,Thor Odinson,"Journey Into Mystery #83 (august, 1962)",Rune King Thor,😇,King Of Asgard; Formerly Ems Technician; Physician,"New York, New York",Avengers,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/659-thor.jpg,1962.0
660,Thor Girl,75,83,70,84,100,70,482,Female,Asgardian,175 Cm,143 Kg,Tarene,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",Marvel Comics,😇,-,"Camp Hammond; Formerlynew York City, Formerly Asgard",Ally Of The Asgardians,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/660-thor-girl.jpg,
661,Thunderbird,50,32,27,32,13,70,224,Male,Unknown,185 Cm,101 Kg,John Proudstar,Giant-size X-men #1 (1975),Marvel Comics,😇,"Former Adventurer, Student, Marine","Xavier's School For Gifted Youngsters, Salem Center, Westchester County, New York","X-men, Formerly Us Marine Corp",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/661-thunderbird.jpg,1975.0
664,Thunderstrike,63,80,70,84,42,72,411,Male,Unknown,198 Cm,288 Kg,Eric Kevin Masterson,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,Marvel Comics,😇,"(as Thunderstrike) Adventurer, Crimefighter, (as Masterson) Architect",-,"(at Time Of Death) Avengers; (formerly) Legion Of The Unliving, Thor Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/664-thunderstrike.jpg,
665,Thundra,38,81,32,64,26,54,295,Female,Unknown,218 Cm,158 Kg,Thundra,"Fantastic Four #129 (december, 1972)",Marvel Comics,😇,"Ruler, Warrior",Mobile; United Sisterhood Republic Of North America,"Lady Liberators; Empress Of The Sisterhood; Formerly Frightful Four, Fantastic Four, Former Agent Of Roxxon Oil Corporation",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/665-thundra.jpg,1972.0
666,Tiger Shark,38,72,46,70,51,28,305,Male,Human,185 Cm,203 Kg,Todd Arliss,"Sub-mariner #5 (september, 1968)",Marvel Comics,😈,-,-,"Villains For Hire, Lethal Legion, Dr. Dorcas; Masters Of Evil; Namor's Deep Six; Attuma's Deep Six; Offenders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/666-tiger-shark.jpg,1968.0
667,Tigra,63,32,53,38,33,90,309,Female,Unknown,178 Cm,81 Kg,Greer Grant Nelson,The Cat #1,Marvel Comics,😇,"Laboratory Assistant, Model, Adventurer, Nyc Police","New York City, New York Usa",Avengers,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/667-tigra.jpg,
668,Tinkerer,100,10,23,14,10,14,171,Male,Unknown,163 Cm,54 Kg,Phineas Mason,Amazing Spider-man #2 (1963),Marvel Comics,😈,Inventor And Technician Serving The Underworld,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/668-tinkerer.jpg,1963.0
670,Toad,50,34,58,56,70,28,296,Male,Mutant,175 Cm,76 Kg,Mortimer Toynbee,"X-men #4 (march, 1964)",Marvel Comics,😐,Former Criminal,-,"198; (formerly) Brotherhood Of Evil Mutants, Misfits; (formerly) Associate Of Gideon, Emma Frost",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/670-toad.jpg,1964.0
671,Toxin,56,73,70,84,82,70,435,Male,Symbiote,188 Cm,97 Kg,Patrick Mulligan,Venom Vs. Carnage #1 (2004),Marvel Comics,😇,Police Officer,-,Ally Of Spider-man And Black Cat,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/671-toxin.jpg,2004.0
672,Toxin,75,80,42,85,97,70,449,Male,Symbiote,191 Cm,117 Kg,Eddie Brock,Venom Vol 2 #17,Anti-venom,😇,"Vigilante; Former Symbiote Hunter, Shelter Attendant, Government Operative, Journalist For The Daily Globe","New York, New York","Formerly; Temporary Partner Of Agent Venom, Savage Six, Sinister Six, Revengers, Former Partner Of Vengeance, Spider-man, Scarlet Spider. Volunteer At F.e.a.s.t.",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/672-toxin.jpg,
676,Triplicate Girl,63,10,23,42,44,42,224,Female,Unknown,168 Cm,59 Kg,Luornu Durgo,Teen Titans/legion Special #1,Dc Comics,😇,-,"Earth, 31st Century",Legion Of Super-heroes,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/676-triplicate-girl.jpg,
677,Triton,56,63,50,65,35,55,324,Male,Inhuman,188 Cm,86 Kg,Triton,"Fantastic Four #45 (december, 1965)",Marvel Comics,😇,-,-,"Inhuman Royal Family, Universal Inhumans, Royal Guard, New Inhuman Elite; Formerly Shi'ar Army Elite Corps & Imperial Guard[citation Needed], Namor's Deep Six",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/677-triton.jpg,1965.0
678,Two-face,88,10,12,14,9,28,161,Male,Unknown,183 Cm,82 Kg,Harvey Dent,-,Dc Comics,😈,Reformed Criminal; Former District Attorney,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/678-two-face.jpg,
679,Ultragirl,50,80,35,70,35,80,350,Female,Unknown,168 Cm,105 Kg,Tsu-zana,-,Marvel Comics,😇,Model,-,"Initiative, New Warriors",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/679-ultragirl.jpg,
680,Ultron,88,83,42,100,100,64,477,Male,Android,206 Cm,331 Kg,Ultron,"Avengers #54 (july, 1968)",Marvel Comics,😈,"Mass Murderer, Scientist, Would-be World Conqueror, Ruler Of Phalanx",-,"Phalanx; Formerly Sons Of Yinsen, Lethal Legion, Masters Of Evil",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/680-ultron.jpg,1968.0
681,Utgard-loki,50,80,23,84,85,64,386,Male,Frost Giant,15.2 Meters,58 Tons,,-,Marvel Comics,😈,Monarch,-,Giants Of Jotunheim,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/681-utgard-loki.jpg,
685,Vanisher,63,10,75,56,61,42,307,Male,Unknown,165 Cm,79 Kg,,X-men (vol 1) #2,Marvel Comics,😈,"Professional Criminal, Former Subversive","Former) Factor Three Headquarters, Europe; Beat Street Club, New York City","(former) Outer Circle Of Enforcers Ii, Factor Three, Fallen Angels",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/685-vanisher.jpg,
686,Vegeta,81,100,92,95,100,100,568,Male,Saiyan,168 Cm,73 Kg,Vegeta,Dragon Ball #17,Shueisha,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/686-vegeta.jpg,
687,Venom,75,57,65,84,86,84,451,Male,Symbiote,191 Cm,117 Kg,Eddie Brock,"(as Alien Costume) Secret Wars #8, (behind The Scenes) Web Of Spider-man #18, (actual Appearance) Amazing Spider-man #300",Anti-venom,😈,"Vigilante; Former Journalist For The Daily Globe, Government Operative","New York, New York",Sinister Six (formerly),Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/687-venom.jpg,
688,Venom Ii,50,57,47,70,54,56,334,Male,Unknown,175 Cm,50 Kg,Angelo Fortunato,Marvel Knights Spider-man #7 (2005),Marvel Comics,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/688-venom-ii.jpg,2005.0
689,Venom Iii,63,73,35,90,73,56,390,Male,Symbiote,229 Cm,334 Kg,Macdonald Gargan,(as Gargan) Amazing Spider-man #19 (1964); (as Scorpion) Amazing Spider-man #20 (1965); (as Venom) Marvel Knights: Spider-man #10 (2005),Scorpion,😈,"Government Operative; Former Professional Criminal, Private Eye",-,"Thunderbolts; Formerly (as Scorpion) Masters Of Evil, ""spider-man Revenge League""; (as Venom) Sinister Twelve",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/689-venom-iii.jpg,1964.0
690,Venompool,69,57,63,100,100,100,489,Male,Symbiote,226 Cm,Unknown,Wade Wilson,"What If? Iron Man: Demon In An Armor #1 (february, 2011)",Deadpool,😐,Conqueror; Adventurer,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/690-venompool.jpg,2011.0
692,Vibe,50,10,17,30,99,30,236,Male,Human,178 Cm,71 Kg,Cisco Ramon,The New 52: Fcbd Special Edition #1,Dc Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/692-vibe.jpg,
693,Vindicator,63,63,53,64,58,70,371,Female,Human,165 Cm,54 Kg,Heather Hudson,"X-men #139 (november, 1980)",Vindicator Ii,😇,"Former Secretary, Researcher","Ottawa, Canada",Alpha Flight,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/693-vindicator.jpg,1980.0
696,Violet Parr,56,9,13,50,79,15,222,Female,Human,137 Cm,41 Kg,Violet Parr,"The Incredibles (movies, 2004)",Dark Horse Comics,😇,-,-,"Incredible Family, National Supers Agency",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/696-violet-parr.jpg,2004.0
697,Vision,100,72,54,95,100,70,491,Male,Android,191 Cm,135 Kg,Vision,"Avengers Vol.1 #57, Young Avengers # 4",Anti-vision,😇,-,"Mobile. Formerly Avengers Mansion, New York City And Avengers Compound","Young Avengers, Formerly; Avengers, West Coast Avengers, Defenders, Queen's Vengeance",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/697-vision.jpg,
699,Vixen,50,38,50,50,62,25,275,Female,Human,175 Cm,63 Kg,Mari Mccabe,"Action Comics #521 (july, 1981)",Dc Comics,😇,Former Model,-,"Formerly Suicide Squad, Checkmate, Ultramarines, Birds Of Prey, Justice League Of America",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/699-vixen.jpg,1981.0
701,Vulture,75,22,42,25,26,30,220,Male,Human,180 Cm,79 Kg,Adrian Toomes,Amazing Spider-man #2,Marvel Comics,😈,Professional Criminal; Formerly Electronics Engineer,-,"Formerly Sinister Twelve, Sinister Six",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/701-vulture.jpg,
702,Walrus,50,28,8,50,11,20,167,Male,Human,183 Cm,162 Kg,Hubert Carpent,"Defenders #131 (may, 1984)",Marvel Comics,😈,Cab Driver,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/702-walrus.jpg,1984.0
703,War Machine,63,80,63,100,100,85,491,Male,Human,185 Cm,95 Kg,James Rupert Rhodes,Iron Man #118 (1979),Marvel Comics,😇,"Initiative Instructor, Adventurer, Government Agent; Formerly: Sentinel Squad O*n*e Combat Instructor, Soldier, Pilot",-,"Initiative; Formerly: Sentinel Squad O*n*e, Office Of National Emergency (o*n*e), Crew, Secret Defenders, Worldwatch, Stark Enterprises, Force Works, West Coast Avengers, U.s. Marine Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/703-war-machine.jpg,1979.0
705,Warlock,88,36,79,95,71,95,464,Male,Unknown,188 Cm,108 Kg,Adam Warlock,Fantastic Four #66,Marvel Comics,😇,"Avenger, Savior Of Worlds","Counter-earth, Later Mobile","Infinity Watch, (as The Magus) Head Of Universal Church Of Truth In An Alternate Future",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/705-warlock.jpg,
706,Warp,38,10,23,28,85,50,234,Male,Unknown,173 Cm,67 Kg,Emil Lasalle,The New Teen Titans #14 (december 1981),Dc Comics,😈,-,-,"Brotherhood Of Evil, The Society",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/706-warp.jpg,1981.0
707,Warpath,38,72,47,70,26,84,337,Male,Mutant,218 Cm,158 Kg,James Proudstar,"New Mutants #16 (june, 1984)",Thunderbird Ii,😇,Adventurer,-,"X-men (team Cyclops), Security Recon; Formerly X-force (strike Team), X-corporation, X-force, New Mutants, Hellions",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/707-warpath.jpg,1984.0
708,Wasp,63,17,58,52,29,42,261,Female,Human,163 Cm,50 Kg,Janet Van Dyne,Tales To Astonish #44,Marvel Comics,😇,"Adventurer, Fashion Designer, Independently Wealthy Socialite",Avengers Mansion,Avengers,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/708-wasp.jpg,
709,Watcher,100,80,67,89,100,56,492,Male,Unknown,Unknown,Unknown,Uatu,"Fantastic Four #13 (april, 1963)",Marvel Comics,😇,-,-,"The Watchers, Friend And Ally Of The Fantastic Four, Among Other Earth Heroes",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/709-watcher.jpg,1963.0
711,White Canary,63,7,33,15,49,90,257,Female,Human,Unknown,Unknown,,Birds Of Prey #1,Dc Comics,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/711-white-canary.jpg,
713,Wildfire,50,32,23,100,77,42,324,Male,Unknown,Unknown,Unknown,Drake Burroughs,-,Dc Comics,😇,-,-,Legion Of Super-heroes,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/713-wildfire.jpg,
714,Winter Soldier,56,32,35,65,60,84,332,Male,Human,175 Cm,117 Kg,Bucky Barnes,"Captain America Vol 5 #1 (january, 2005) (as Winter Soldier)",Marvel Comics,😇,"Adventurer; Former Shield Operative, Assassin (see Note Under ""winter Soldier"" Article), Army Mascot, Student",-,"Black Widow (partner), Nick Fury (employer); Formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.u.e.s., Captain America (partner), Falcon (partner)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/714-winter-soldier.jpg,2005.0
716,Wolfsbane,38,16,35,42,26,42,199,Female,Unknown,366 Cm,473 Kg,Rahne Sinclair,Marvel Graphic Novel #4: New Mutants,Marvel Comics,😇,Teacher,"(current) X-factor Investigations, New York City (former)professor Xavier's School Of Gifted Youngsters, Salem Center, Westchester County, New York; Muir Island, Scotland; X-factor Headquarters, Embassy Row, Washington, D.c.; X-factor Headquarters, New Yo","(current) X-factor Investigations, (former) X-factor, New Mutants, Hellions, Excalibur",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/716-wolfsbane.jpg,
717,Wolverine,63,32,50,100,89,100,434,Male,Mutant,160 Cm,135 Kg,Logan,Incredible Hulk Vol. 2 #180,Marvel Comics,😇,"Adventurer, Instructor, Former Bartender, Bouncer, Spy, Government Operative, Mercenary, Soldier, Sailor, Miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City","X-men, Formerly Horsemen Of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_weapon_x, Devil's Brigade, Canadian Army",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/717-wolverine.jpg,
718,Wonder Girl,75,90,25,80,39,60,369,Female,Demi-god,165 Cm,51 Kg,Cassandra Elizabeth Sandsmark,Wonder Woman (vol. 2) #105 (january 1996),Dc Comics,😇,-,-,"Teen Titans, Young Justice, Themyscira",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/718-wonder-girl.jpg,1996.0
719,Wonder Man,75,100,53,90,64,64,446,Male,Unknown,188 Cm,171 Kg,Simon Williams,Avengers #9,Marvel Comics,😇,"Former Industrialist, Now Stuntman, Actor, Adventurer",Mobile,"Former Ally Of The Original Masters Of Evil, Former Member Of The East Coast Avengers, Current Member Of The West Coast Avengers",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/719-wonder-man.jpg,
720,Wonder Woman,88,100,79,100,100,100,567,Female,Amazon,183 Cm,74 Kg,Diana Prince,"All-star Comics #8 (december, 1941)",Dc Comics,😇,"Adventurer, Emissary To The World Of Man, Protector Of Paradise Island; Former Goddess Of Truth",-,"Justice League Of America, Justice Society Of America (pre-crisis Earth-2 Version); All-star Squadron (pre-crisis Earth-2 Version)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/720-wonder-woman.jpg,1941.0
